business_name,address,inspection_date,years_alive
BISMARCK ENTERPRISES/UNITED,1901 W MADISON ST ,11/26/2012,1
PIZZA QUE,1903 W 87TH ST ,11/09/2010,3
BAOCOS,1904 N WESTERN AVE ,05/24/2016,0
DINO'S,1905 W 51ST ST ,01/31/2012,1
"DINO'S HOT DOGS,INC.",1905 W 51ST ST ,08/11/2010,2
DINOS FOODS,1905 W 51ST ST ,09/10/2010,0
Canteen @ Malcolm X College,1906 W VAN BUREN ST ,04/25/2014,1
#1 CHOP SUEY,1907 W 87TH ST ,01/08/2013,4
RED CASTLE,1908 W HARRISON ST ,04/08/2015,2
"E & M FOOD, INC.",1908-1910 E 71ST ST ,05/22/2014,0
SHORT STUFF CHICAGO,1908-1912 W MONTROSE AVE ,08/02/2016,0
BEVERLY BAKERY INC.,1909 W 103RD ST ,05/21/2012,3
GRAB A  BITE,1909-1911 N WESTERN AVE ,11/20/2015,2
WESTERN,1909-1911 N WESTERN AVE ,11/20/2015,0
MESSIAH LUTHERAN HEADSTART,1910 W 64TH ST ,05/20/2014,0
Pilsen Red Hots,1911 S BLUE ISLAND AVE ,05/25/2012,3
EL VOLCANAZZOO,1911 S BLUE ISLAND AVE ,01/09/2012,0
ISLA AZUL FISH MARKET,1911 S BLUE ISLAND AVE ,01/05/2012,0
American Grocery Store,1911 W BELMONT AVE ,12/17/2014,0
SMOKERS DEN,1911 W BELMONT AVE ,08/16/2011,3
ORBIT SUB,1912 E 71ST ST ,08/15/2014,2
HERO COFFEE BAR,1912 N WESTERN AVE ,01/17/2017,0
Belly Shack II,1912 N WESTERN AVE ,11/26/2013,4
BELLY SHACK,1912 N WESTERN AVE ,11/26/2013,0
"LAKESIDE CONVENIENT, INC.",1912 S STATE ST ,12/10/2010,6
PINCH SPICE MARKET,1913 N MILWAUKEE AVE ,02/24/2012,2
TEA ESSENCE,1913 N MILWAUKEE AVE ,02/24/2012,0
AVOCADO CAFE & EATERY,1913 N MILWAUKEE AVE ,03/21/2011,1
TEA ESSENCE,1913 N MILWAUKEE AVE ,03/18/2011,0
GYROS SUBE,1914 E 79TH ST ,09/12/2013,1
STEAK HOAGIE,1914 E 79TH ST ,01/27/2012,1
KFC,1914 W 79TH ST ,04/22/2016,1
MIH ADMIN SERVICES LLC/DBA 521038,1914 W 79TH ST ,09/20/2016,0
KFC,1914 W 79TH ST ,09/13/2016,0
KENTUCKY FRIED CHICKEN 521038,1914 W 79TH ST ,06/08/2015,0
JEFFERY FOOD,1916 E 79TH ST ,07/11/2014,0
ME-ME ONE STOP FOOD,1916 E 79TH ST ,09/28/2010,4
SUBWAY,1916 S STATE ST ,04/22/2013,1
RED PAGODA,1918 E 71ST ST ,09/17/2012,1
QUITE FRANKLY,1919 N CICERO AVE ,09/22/2011,0
HIGH-HAT CLUB,1920 W IRVING PARK RD ,11/16/2016,1
CORRAL  DE  PIEDRA,1922 W 47TH ST ,11/15/2012,1
RESTAURANTE SABORES INC,1922 W 47TH ST ,12/13/2011,1
CAFE BIONDA,1924 S STATE ST ,11/17/2010,3
FOREVER YOGURT,1924 W NORTH AVE ,10/15/2013,1
FOREVER YOGURT,1924 W NORTH AVE ,12/10/2013,0
COLD STONE CREAMERY,1924 W NORTH AVE ,12/10/2013,0
LA FAVORITA,1925 S MAY ST ,10/08/2014,3
LA FAVORITA # 2,1925 S MAY ST ,01/28/2013,1
LA FAVORITA 2,1925 S MAY ST ,06/01/2011,2
FUGU TEI JAPANEESE RESTAURANT,1925 W FOSTER AVE ,04/06/2017,0
95th DISCOUNT MARKET,1926 E 95TH ST ,09/06/2011,4
OLD WORLD BAKERY,1927 W FOSTER AVE ,04/01/2014,1
DUNKIN DONUTS,1927 W FULLERTON AVE ,02/18/2014,1
GARRETT LLC FOR LEARNING & GROWTH,1929 S ARCHER AVE ,03/31/2016,0
SUMMA CUM LAUDE INC.,1929 S ARCHER AVE ,03/25/2014,0
SUMMA CUM LAUDE INC.,1929 S ARCHER AVE ,04/26/2010,4
1931 RESTAURANT,1931 N MILWAUKEE AVE ,08/15/2011,2
GAS & FOOD MART,1932 E 75TH ST ,11/25/2013,0
PARAMOUNT EVENTS,1932 W LAKE ST ,07/19/2016,0
PARAMOUNT EVENTS,1932 W LAKE ST ,06/22/2015,1
"AMERICAN KIDZ ACADEMY, LLC-LINCOLN PARK",1932-1934 N CLARK ST ,01/22/2015,0
"AMERICAN KIDZ ACADEMY, LLC-LINCOLN PARK",1932-1934 N CLARK ST ,01/22/2015,0
"AMERICAN KIDZ ACADEMY, LLC-LINCOLN PARK",1932-1934 N CLARK ST ,08/16/2011,4
"KIDDIE WORKS, INC. DAY CARE",1933 E 87TH ST ,05/26/2010,2
LA CECINA RESTAURANT,1934 W 47TH ST ,08/01/2014,0
JOYFUL BEGINNINGS  INC.,1934 W 79TH ST ,03/18/2011,1
JOHN FOOD MART,1934 W CHICAGO AVE ,04/01/2016,0
6 DEGREES,1935 N DAMEN AVE ,11/02/2012,4
BLUESTEM RESTAURANT,1935 W IRVING PARK RD ,05/20/2015,1
BUZZ,1935 W IRVING PARK RD ,08/26/2013,1
"SMART FROM THE START ,LLC",1935-1939 W 79TH ST ,02/17/2017,0
SUBWAY,1936 E 95TH ST ,03/11/2014,0
LEONA'S PIZZERIA,1936 W AUGUSTA BLVD ,06/24/2014,2
LEONA'S PIZZERIA,1936 W AUGUSTA BLVD ,09/13/2013,1
LIFE'S A CABERNET,1937 W NORTH AVE ,04/13/2010,4
JIM'S ORIGINAL CHICAGO,1938 E 95TH ST ,03/28/2011,1
DUNKIN' DONUTS,1938 W NORTH AVE ,10/24/2016,1
JERRY'S SANDWICHES,1938-1940 W DIVISION ST ,01/12/2016,1
UPTON'S NATURALS CO.,1939 W FULTON ST ,12/09/2013,0
E & G BAKING,1939 W FULTON ST ,11/08/2011,0
KICK,1939-1943 W BYRON ST ,10/27/2016,1
SOLA RESTAURANT,1939-1943 W BYRON ST ,06/25/2015,1
SOLA RESTAURANT,1939-1943 W BYRON ST ,06/18/2015,0
BRICKS ON THE RUN,1940 N ELSTON AVE ,03/22/2010,2
7 Eleven #33956 J,1942 N ELSTON AVE ,11/14/2013,3
7-ELEVEN #33956A,1942 N ELSTON AVE ,02/04/2011,2
BONY'S FOOD MART,1942 S CARPENTER ST ,07/03/2014,0
BONY'S FOOD MART,1942 S CARPENTER ST ,07/26/2011,3
DIVISION ALE HOUSE,1942 W DIVISION ST ,07/08/2014,3
EARTH'S HEALING CAFE,1942 W MONTROSE AVE ,02/09/2016,1
TAQUERIA DON PANCHO'S,1943 W 51ST ST ,10/27/2011,3
SANTULLO'S EATERY,1943-1945 W NORTH AVE ,01/21/2016,1
TIPSY CAKES AND MORE,1944 N DAMEN AVE ,11/08/2013,4
TIPSYCAKE,1944 N DAMEN AVE ,10/30/2012,1
J & J FISH,1945 E 79TH ST ,06/10/2013,2
KEELER FOOD,1945 S KEELER AVE ,11/23/2011,3
FRUITD'LICIOUS,1946 N PULASKI RD ,06/03/2014,1
KIDDIE KOTTAGE,1946 W 87TH ST ,06/15/2016,1
JOEY'S SODA AND SNACKS LLC,1946 W MONTROSE AVE ,08/31/2012,2
THE LEAF RESTAURANT COMPANY,1948 E 79TH ST ,03/22/2017,1
THE BANANA LEAF,1948 E 79TH ST ,04/18/2016,0
PARKSHORE MARKET LTD,195 N HARBOR DR ,05/08/2013,1
EUREST DINING SERVICES,1950 W ROOSEVELT RD ,10/03/2011,0
McDonalds,1951 E 95th ST ,05/04/2010,0
Shawarma Garden,1951 W Division ST ,06/09/2016,0
HAPPY FISH & CHICKEN,1951 W GARFIELD BLVD ,04/27/2015,2
HAPPY FOOD WAY INC.,1951 W GARFIELD BLVD ,04/23/2015,0
"CHAMPS FOOD GROUP, INC",1951 W GARFIELD BLVD ,12/01/2011,3
TILLI'S RESTAURANT,1952 N HALSTED ST ,03/25/2010,3
MOE'S  SOUTHWEST GRILL,1953 N CLYBOURN AVE ,10/24/2016,1
NOTHING BUNDT CAKES,1953 N CLYBOURN AVE ,08/16/2016,0
Hedges Branch,1954 W 48th ST (4800S) ,10/09/2013,3
CARRENO'S,1955 W ADDISON ST ,10/26/2011,2
BULLDOG BAKERY,1955 W BELMONT AVE ,07/17/2013,1
THE BLEEDING HEART  BAKERY,1955 W BELMONT AVE ,12/21/2012,0
SUGAR,1955 W BELMONT AVE ,05/17/2012,0
CHURCH'S CHICKEN # 992,1956 W 79TH ST ,11/25/2016,1
POLONIA FOOD MART,1956 W ARMITAGE AVE ,07/17/2012,0
PARIS PATISSERIE CAFE,1956 W MONTROSE AVE ,11/26/2014,0
Tony's Burrito Mex,1957 W BELMONT AVE ,05/05/2010,4
MILWAUKEE DOLLAR STORE PLUS INC,1958 N MILWAUKEE AVE ,05/29/2012,2
CHINA WOK,1958 W 35TH ST ,09/22/2016,1
CHINA WOK,1958 W 35TH ST ,09/22/2016,0
CITGO,1958 W 47TH ST ,01/10/2014,2
LORRAINE'S DINER INC,1959 W CHICAGO AVE ,03/29/2010,3
POPEYES CHICKEN,1959 W HOWARD ST ,04/02/2015,2
MARGIE POULOS,1960 N WESTERN AVE ,01/20/2012,1
COPPER VINE,1962 N HALSTED ST ,11/19/2015,1
COPPER VINE,1962 N HALSTED ST ,07/17/2014,1
TWISTED LIZARD,1963 N SHEFFIELD ,04/28/2010,4
TWISTED LIZARD,1964 N SHEFFIELD AVE ,05/14/2012,2
LAST PIT STOP FOOD,1964 W LAWRENCE AVE ,01/11/2017,0
VIDALIA,1964 W LAWRENCE AVE ,08/25/2014,3
Dacic Inc.,1964 W LAWRENCE AVE ,07/02/2014,0
GOOD FOODS VEGAN / VEGETARIAN,1966 E 73RD ST ,07/17/2017,0
GOOD FOOD HEALTH CENTER,1966 E 73RD ST ,11/08/2012,5
THE MEXICAN,1967 N HALSTED ,06/07/2016,1
CINNAMON CAFE,1968 W LAWRENCE AVE ,08/26/2011,2
RAVENSWOOD RESTAURANT,1968 W LAWRENCE AVE ,08/26/2011,0
RAVENSWOOD FAMILY REST & PANCA,1968 W LAWRENCE AVE ,08/18/2011,0
MASU,1969 N HALSTED AVE ,03/24/2010,3
MINNIE'S,1969 N HALSTED ST ,03/19/2013,0
SODEXO AT CCHHS STROGER HOSPITAL,1969 W OGDEN AVE ,02/26/2015,2
SWEETS ETCETERA INC,1970 E 73RD ST ,09/23/2010,4
CAFE DALIGHT,1971 W 111TH ST ,10/04/2011,1
M 3 CONVENIENT,1976 W LAWRENCE AVE ,10/23/2013,0
8 EIGHTY EIGHT,1976 W LAWRENCE AVE ,01/07/2010,3
DAT DONUT,1979 W 111TH ST ,03/25/2013,1
HILTON SUITES CHICAGO MAGNIFICENT MILE,198 E DELAWARE PL ,04/11/2014,0
CAFE MED,198 E DELAWARE PL ,06/12/2012,0
TOPPERS PIZZA,2 E 8TH ST ,08/18/2016,1
DRAGON FIRE,2 E CERMAK RD ,09/08/2014,1
MARY LEE'S SMOKEHOUSE,2 E CERMAK RD ,02/09/2011,2
CHILI'S GRILL & BAR,2 E ONTARIO ST ,11/10/2011,6
FROZEN FUSION,2 N RIVERSIDE PLZ ,06/11/2014,1
NESTLE TOLLHOUSE,2 N RIVERSIDE PLZ ,11/06/2012,0
ARAMARK @ JP Morgan Chase,2 S DEARBORN ST ,10/02/2013,0
DOLLAR CASTLE,2 S LEAVITT ST ,01/20/2011,4
EL  FAMOUS  BURRITO,2 S PEORIA ST ,07/13/2010,4
GERRY'S FISH & CHICKEN,2 W 103RD ST ,09/29/2016,1
STATE FISH AND CHICKEN,2 W 103RD ST ,12/18/2013,2
STATE MINI MART INC,2 W 103RD ST ,03/02/2012,1
STATE FISH & CHICKEN,2 W 103RD ST STE B,12/28/2011,2
SOFITEL CHICAGO WATER TOWER,20 E CHESTNUT ST ,11/05/2010,0
SOFITEL CHICAGO WATER TOWER,20 E CHESTNUT ST ,11/05/2010,0
SOFITEL CHICAGO WATER TOWER,20 E CHESTNUT ST ,11/05/2010,0
SOFITEL CHICAGO WATER TOWER,20 E CHESTNUT ST ,11/03/2010,0
RED ROBIN'S BURGER WORKS,20 E CHICAGO AVE ,01/29/2014,3
QDOBA GRILL,20 E CHICAGO AVE ,06/20/2014,0
DUNKIN DONUTS,20 E CHICAGO AVE ,07/13/2010,0
FONTANO  SUBS,20 E JACKSON BLVD ,08/24/2012,1
MAXIM'S RESTAURANT INC,20 N CLARK ST ,08/20/2015,1
JAMBA JUICE,20 N MICHIGAN AVE ,10/21/2014,0
CARIBOU COFFE CO. INC.,20 N MICHIGAN AVE ,11/06/2014,0
CAFFE BACI INC.,20 N MICHIGAN AVE ,09/06/2013,1
JAMBA JUICE #630,20 N MICHIGAN AVE ,01/15/2010,1
THE TOWER CLUB,20 N WACKER DR ,08/04/2010,3
C FISH HOUSE,20 W KINZIE ST ,03/29/2016,1
CALIHAN CATERING,20 W KINZIE ST ,12/12/2016,0
KEEFER'S KAFFE,20 W KINZIE ST ,03/05/2015,0
KEEFER'S RESTAURANT,20 W KINZIE ST ,02/03/2014,1
AMALFI HOTEL,20 W KINZIE ST ,02/10/2012,1
KING FOOD MART,200 E 43RD ST ,07/27/2012,2
Shedd Branch,200 E 99th (9900S) ,01/19/2012,2
THE SALOON LTD,200 E CHESTNUT ST ,08/08/2012,2
CHESTNUT STREET CAFE,200 E CHESTNUT ST ,02/23/2010,2
Cafe 200 @ Aon Center Chicago,200 E RANDOLPH ST ,06/10/2011,1
TRAVEL TRADERS  #3059,200 N COLUMBUS DR ,12/08/2014,0
FRIENDSHIP ON THE LAKE,200 N LAKEFRONT DR ,10/24/2013,2
STARBUCKS COFFEE #16309,200 S MICHIGAN AVE FL ,05/03/2012,1
7-ELEVEN,200 S RACINE AVE ,02/18/2010,2
CURRENTS ON THE RIVER,200 S WACKER DR ,08/26/2010,3
PAZZO'S CUCINA ITALIANA,200 S WACKER DR ,12/02/2010,0
THE HUT FISH AND CHICKEN,200 W 103RD ST ,02/01/2013,0
AU BON PAIN,200 W ADAMS ST ,04/04/2011,1
GRAND FOOD & LIQUOR MART,200 W GRAND AVE ,09/23/2011,2
SUNDRY SHOP,200 W JACKSON BLVD ,11/08/2013,2
SUNDRY SHOP,200 W JACKSON BLVD ,09/19/2012,1
RUPAK CORPORATION,200 W JACKSON BLVD ,07/07/2010,2
JERSEY MIKE'S,200 W MONROE ST ,12/30/2010,5
FRESHII,200 W RANDOLPH ST BLDG ,11/25/2013,2
DIEZ Y 8,2000 W 18TH ST ,11/13/2017,0
DIEZ Y OCHO,2000 W 18TH ST ,01/07/2016,1
VIO CAFE & GRILL,2000 W 18TH ST ,09/15/2011,3
P0NY EXPRESS RESTAURANT,2000 W 21ST ST ,01/28/2011,2
A JAYS,2000 W 34TH ST ,09/15/2010,0
BURGER KING #7674,2000 W 47TH ST ,12/17/2014,1
PETE'S MEAT & GROCERY#2,2001 W 71ST ST ,05/24/2013,1
FRIENDLY FOODS,2001 W 71ST ST ,09/16/2010,0
BETTER GOURMET RESTAURANT,2002 S WENTWORTH AVE ,11/22/2017,0
IKE BUKURO SUSHI HOUSE,2002 S WENTWORTH AVE ,11/16/2017,0
GRILL-N-CHILL CAFE,2002 S WENTWORTH AVE ,11/03/2016,0
YUMMY YUMMY NOODLES,2002 S WENTWORTH AVE ,11/03/2016,0
TONG'S RESTAURANT INC,2002 S WENTWORTH AVE ,09/29/2015,1
LAO YOU JU CHINESE BAR AND RESTAURANT,2002 S WENTWORTH AVE ,08/24/2015,0
BRACH #2,2002 S WENTWORTH AVE ,09/22/2015,0
NORTHERN BBQ,2002 S WENTWORTH AVE ,01/20/2015,0
BAHAY KUBO,2002 S WENTWORTH AVE ,12/01/2015,0
QUIN XIANG YUAN,2002 S WENTWORTH AVE ,09/26/2014,1
CHUANCHUANXIANG RESTAURANT,2002 S WENTWORTH AVE ,11/25/2014,0
IKEBUKURO,2002 S WENTWORTH AVE ,05/22/2014,0
IBAO EXPRESS FOOD INC.,2002 S WENTWORTH AVE ,06/12/2014,0
LAO YOU JU CHINESE BAR AND RESTAURANT,2002 S WENTWORTH AVE ,08/14/2013,0
CRAZY POT,2002 S WENTWORTH AVE ,06/28/2012,1
T TASTY HOUSE,2002 S WENTWORTH AVE ,09/19/2012,0
XIAO MEI,2002 S WENTWORTH AVE ,12/14/2012,0
BANHMI EXPRESS SANDWICH,2002 S WENTWORTH AVE ,04/29/2011,1
DOLLAR ZONE,2002-2010 W 51ST ST ,10/28/2015,1
A & N FOOD & DOLLAR,2002-2010 W 51ST ST ,11/26/2014,1
MARATHON,2003 N PULASKI RD ,12/20/2010,6
"GLOBAL MARATHON, INC",2003 N PULASKI RD ,12/15/2010,0
LOUISIANA FRIED CHICKEN,2003 S WESTERN AVE ,08/14/2012,0
LOUISIANA FRIED CHICKEN,2003 S WESTERN AVE ,08/03/2012,0
"LAZO'S TACOS, INC",2003-2009 N WESTERN AVE ,11/19/2015,1
7-ELEVEN #33856 B,2004 N HALSTED ST ,09/24/2015,0
7 ELEVEN,2004 N HALSTED ST ,10/07/2014,1
WHITE HEN PANTRY #0-0-8505-1,2004 N HALSTED ST ,09/19/2013,0
7-ELEVEN,2004 N HALSTED ST ,09/19/2013,0
7-ELEVEN,2004 N HALSTED ST ,09/19/2013,0
CAFE CIAT,2004 W ROSCOE ST ,12/09/2015,2
FatPour,2005-2007 W DIVISION ST ,06/05/2015,1
ADOBO GRILL,2005-2007 W DIVISION ST ,03/31/2010,2
JANSON DRIVE- IN,2006 W 63RD ST ,05/08/2014,1
EL POLLO REGIO,2007-2009 S DAMEN AVE ,06/10/2016,0
TA CAMARON MEXICAN GRILL INC.,2007-2009 S DAMEN AVE ,06/21/2013,2
POLLO CHARRO CORPORATION,2007-2009 S DAMEN AVE ,06/21/2013,0
POLLO CHARRO,2007-2009 S DAMEN AVE ,06/28/2012,1
SUBWAY,2008 N HALSTED ,07/27/2011,2
SUBWAY,2008 N HALSTED ST ,09/14/2012,0
"SARAH'S PASTRIES & CANDIES, INC.",2008 N HALSTED ST ,07/28/2011,1
SUBWAY,2008 N HALSTED ST ,07/11/2011,0
INTERURBAN CAFE & PASTRY SHOP,2008 N HALSTED ST REAR ,10/14/2016,1
ROTISSERIE ENT & ANNET'S,2009 N BISSELL ST ,03/28/2011,0
VERONA PIZZERIA & SANDWICHES,2009 N DAMEN AVE ,04/18/2011,1
SALLY FOOD MART,201 E 61ST ST ,01/10/2014,1
ETERNITY JUICE BAR & DELI,201 E 75TH ST ,06/14/2013,2
ETERNITY JUICE BAR & DELI,201 E 75TH ST ,03/29/2012,1
SOPRAFFINA/CICCHETTI,201 E HURON ST ,05/08/2015,0
Au Bon Pain,201 E HURON ST ,11/10/2014,1
312 BEER GARDEN,201 E RANDOLPH ST ,08/18/2011,1
EAST SIDE TAVERNA & PIZZARIA,201 E WALTON ST ,02/16/2017,0
RESIDENCE INN BY MARRIOTT,201 E WALTON ST ,10/28/2015,2
K-KITCHEN,201 N CLARK ST ,10/27/2015,1
DUNKIN DONUTS,201 N CLARK ST ,10/27/2015,0
MEDITERANEAN GRILL,201 N CLARK ST ,10/27/2015,0
SUBWAY,201 N CLARK ST ,10/27/2015,0
THE WORKS NORTH LOOP INC,201 N CLARK ST ,10/27/2015,0
HAROLD'S CHICKEN SHACK #84,201 N CLARK ST ,09/24/2015,0
THE HONEY TREE OF WABASH AVE,201 N CLARK ST ,11/23/2015,0
WING KINGZ,201 N CLARK ST ,10/15/2015,0
GREEN APPLE YOUGURT & MORE,201 N CLARK ST ,10/15/2015,0
SEEDWAYS,201 N CLARK ST ,06/12/2015,0
JIMMIE'S POPPING POPCORN INC.,201 N CLARK ST ,06/12/2015,0
BODEGA TO GO,201 N CLARK ST ,06/12/2015,0
CALIENTE,201 N CLARK ST ,06/12/2015,0
ROBINSON'S N0 1 RIBS,201 N CLARK ST ,12/08/2015,0
MEDITERANEAN GRILL,201 N CLARK ST ,12/08/2015,0
GREEN APPLE YOUGURT & MORE,201 N CLARK ST ,09/04/2015,0
TOAST IT,201 N CLARK ST ,06/28/2013,1
POPEYE'S CHICKEN AND BISCUITS AND STEAK EXPRESS,201 N CLARK ST ,10/08/2013,0
CHEN'S CHINESE EXPRESS,201 N CLARK ST ,09/12/2012,0
JAFFA BAKERY,201 N CLARK ST ,09/12/2012,0
"TORO SUSHI EXPRESS, INC.",201 N CLARK ST ,01/20/2011,1
GREEN APPLE YOUGURT,201 N CLARK ST ,01/05/2011,0
GREEN APPLE INC,201 N CLARK ST ,12/15/2010,0
McDonald's,201 N Clark ST BLDG ,08/19/2010,4
DUNKIN DONUTS,201 W MADISON ST ,01/29/2016,1
DUNKIN DONUTS,201 W MADISON ST ,01/29/2016,0
SIXTY FIVE CHINESE RESTAURANT,201 W MADISON ST ,01/21/2016,0
DUNKIN DONUTS & TOGO'S,201 W MADISON ST ,08/11/2011,1
7- ELEVEN,2010 N DAMEN AVE ,12/06/2013,3
CHICAGO COMMERCIAL & CONSUMER BRANDS,2010 W FULTON ST ,10/10/2013,0
LA PROVENCE,2010 W FULTON ST ,05/23/2011,2
NICK'S PIT STOP,2011 N DAMEN AVE ,08/04/2010,4
NICK'S GYROS,2011 W 63RD ST ,05/11/2012,1
DANIELLA'S TAMALES,2011 W 63RD ST ,05/10/2010,2
EGGHEAD DINER,2012-2014 W IRVING PARK RD ,12/04/2012,2
Sabor Saveur,2013 W DIVISION ST ,09/06/2012,1
Sabor Saveur,2013 W DIVISION ST ,11/30/2011,1
BOUTIQUE BITS. LLC,2013-2015 N WESTERN AVE ,10/03/2013,0
ROSA DE LIMA,2013-2015 N WESTERN AVE ,09/21/2010,3
FAME,2015 W DIVISION AVE ,07/20/2016,1
PARADISE CANTINA,2015 W DIVISION AVE ,03/26/2012,2
71ST DISCOUNT STORE,2016 E 71ST ST ,04/27/2010,5
LAO MA LA CHINESE RESTAURANT,2017 S WELLS ST ,09/14/2015,0
TOP CHOICE BBQ RESTAURANT,2017 S WELLS ST ,02/03/2015,0
LURE,2017 S WELLS ST ,08/07/2014,0
MULAN RESTAURANT,2017 S WELLS ST ,02/08/2011,2
C.R.PHILLIPS CHILD.DEV.CENTR,2018 E 83RD ST ,05/23/2012,4
CHICKPEA,2018 W CHICAGO AVE ,06/05/2014,0
CHINA FAST WOK INC,2020 N CALIFORNIA AVE ,03/17/2016,0
FAST WOK,2020 N CALIFORNIA AVE ,08/19/2014,2
7-Eleven,2020 N CALIFORNIA AVE ,06/06/2012,1
FAST WOK,2020 N CALIFORNIA AVE ,02/22/2010,2
PAPA  JOHN'S,2020 N California ,03/20/2013,1
CURIOUS,2020 W CHICAGO ,06/20/2017,0
Gari Sushi & Asian Bistro,2020 W CHICAGO ,06/17/2016,1
BAR BARI,2020 W CHICAGO ,08/15/2011,2
MID-TOWN TENNIS CLUB,2020 W FULLERTON AVE ,11/09/2012,5
MID-TOWN TENNIS CLUB,2020 W FULLERTON AVE ,11/08/2011,1
BURGER TOWN,2020 W MONTROSE AVE ,06/14/2010,5
CAROLE ROBERTSON CENTER FOR LEARNING,2020 W ROOSEVELT RD ,10/20/2011,2
DOMINICK'S FINER FOODS - STORE # 2775,2021 W CHICAGO AVE ,03/14/2014,0
AFC  SUSHI @DOMINICKS#2775,2021 W CHICAGO AVE ,03/13/2014,0
TASTY CITY,2022 S WENTWORTH AVE ,09/26/2014,0
TASTY CITY,2022 S WENTWORTH AVE FL ,05/18/2010,2
JAZZY BEAN CAFE,2022 W 35TH ST ,06/14/2012,3
LA COCINA DE MAMA NENAS INC,2022 W 35TH ST ,10/05/2010,2
THAI,2022 W ROSCOE ST ,03/19/2015,2
BABYLON,2023 N DAMEN AVE ,04/02/2012,2
BABYLON EATERY,2023 N DAMEN AVE ,05/10/2011,1
BIRRIERIA Y TAQUERIA EL CHIVO FELIZ INC.,2023 S WESTERN AVE ,06/20/2014,1
LITTLE CAESAR ENTERPRISES,2024 E 95TH ST ,05/10/2016,0
LITTLE CAESARS,2024 E 95TH ST ,08/17/2015,1
A P DELI,2025 E 75TH ST ,04/28/2017,1
"GRANDPA'S DELIGHT, INC",2025 W 35TH ST ,06/08/2015,2
MARI'S GROCERY INC.,2027 S CALIFORNIA AVE ,12/11/2013,0
M G GROCERY CO,2027 S CALIFORNIA AVE ,12/11/2013,0
MARI'S GROCERY,2027 S CALIFORNIA AVE ,04/08/2011,2
MEXICALI'S GROCERY,2027 S CALIFORNIA AVE ,04/05/2011,0
INDIANA'S SNACK SHOP,203 E 71ST ST ,02/09/2011,1
WAFFLES CAFE/ON THE BUN,203 E OHIO ST ,05/27/2016,1
JERSEY MIKE'S,203 E OHIO ST ,03/13/2015,0
CONVENIENT FOOD MART,203 E OHIO ST ,09/17/2014,0
JERSEY MIKE'S,203 E OHIO ST ,04/08/2014,0
JALARAM NEWSSTAND INC.,203 N LA SALLE ST ,01/26/2017,0
XANDO COFFEE & BAR / COSI SANDWICH BAR,203 N LA SALLE ST ,10/10/2017,0
DUNKIN DONUTS,203 N LA SALLE ST ,10/30/2015,1
DM NEWS STAND,203 N LA SALLE ST ,09/08/2014,1
MIDTOWN KITCHEN,203 N LA SALLE ST ,02/17/2012,1
SMASHBURGER,2031 N CLYBOURN AVE ,07/22/2016,1
KHAWAJA GHAREEB NAWAZ,2032 W DEVON AVE ,05/03/2011,0
GHAREEB NAWAZ RESTAURANT,2032 W DEVON AVE ,05/03/2011,0
KHAWAJA GHAREEB NAWAZ,2032 W DEVON AVE ,02/19/2010,1
ALL-NATURAL CHICAGO LTD.,2032 W FULTON ST ,03/09/2016,1
GHAREEB NAWAZ RESTAURANT,2032-2034 W DEVON AVE ,01/15/2013,2
Congress Pizza,2033 N Milwaukee AVE ,10/21/2015,1
DINO & NICK,2035 N PULASKI RD ,01/24/2011,2
GRACE MARKET,2035 W HOWARD ST ,04/13/2010,2
SPRING,2039 W NORTH AVE ,08/10/2010,2
RED ROBIN'S BURGER WORKS,204 N WELLS ST ,01/13/2015,2
CANTONESIA RESTAURANT,204 W CERMAK RD ,12/26/2012,2
CANTONESIA INC,204 W CERMAK RD ,09/27/2010,2
CHICAGO BULLS COLLEGE PREP,2040 W Adams St  (200S) ,12/14/2012,1
Sodexo,2040 W Adams St  (200S) ,03/08/2010,2
PIZZA HUT 317247,2042 W 47TH ST ,04/28/2015,1
PIZZA HUT,2042 W 47TH ST ,04/21/2015,0
AZUL,2043 W Howard ST ,12/01/2016,0
LAS ISLAS MARIAS,2043-2051 N MILWAUKEE AVE ,01/21/2010,4
TWINKLING STARS DAYCARE,2044 W BELMONT AVE ,03/09/2010,4
BABA CASH & CARRY,2044 W DEVON AVE ,07/06/2012,0
BABA BROS. CASH & CARRY,2044 W DEVON AVE ,10/03/2011,1
BIRRIERIA ESTILO JALISCO,2045 N WESTERN AVE ,01/31/2012,0
LAS ASADAS,2045 N WESTERN AVE ,02/22/2011,1
LAS ASADAS,2045 N WESTERN AVE ,02/22/2011,0
BIRRIERIA ESTILO JALISCO,2045 N WESTERN AVE ,12/14/2010,1
TASTE OF TRINIDAD,2045 W HOWARD ST ,10/10/2014,3
CLEOS,2048 W ARMITAGE AVE ,08/12/2011,2
GYOOD!,2048 W BELMONT AVE ,11/12/2013,0
GYOOD,2048 W BELMONT AVE ,02/16/2010,3
LA  MICHOACANA,2049 W CERMAK RD ,09/26/2016,1
SMALLBAR DIVISION,2049 W DIVISION ST ,07/11/2014,1
"FATO  FAST FOOD,INC",2049 W HOWARD ST ,09/12/2011,2
FRENCH AFRICAN RESTAURANT LE CONAKRY INC.,2049 W HOWARD ST ,09/12/2011,0
NOTRE DAME AMONG US,2049 W HOWARD ST ,09/08/2011,0
SOUL VEGETERIAN EAST INCORPORATED,205 E 75TH ST ,07/18/2011,1
