,business_name,address,inspection_date,years_alive
5807,A ONE GYROS,352 W 75TH ST ,09/02/2011,4
5808,MARKELLOS BAKERY,3520 W LAWRENCE AVE ,11/02/2012,3
5809,LAS MOJARRAS RESTAURANT,3522 E 100TH ST ,05/10/2013,1
5810,CARNITAS  FRAYROS,3522 E 100TH ST ,05/10/2013,0
5811,LOS LAURELES,3522 E 100TH ST ,05/09/2013,0
5812,TAQUERIA JALISCO,3522 E 100TH ST ,09/13/2011,2
5813,Mariscos El Camaron Pelao Restaurant,3522 W OGDEN AVE ,06/30/2016,1
5814,CUBBIE DOGGS,3523 N CLARK ST ,12/04/2014,3
5815,SUNSHINE,3523 N KEDZIE AVE ,06/06/2012,0
5816,SAWSAN,3524 W CHICAGO AVE ,05/06/2013,0
5817,Grill On Grand,3525 W Grand AVE ,09/24/2012,3
5818,MULLENS ON CLARK,3527 N CLARK ST ,09/05/2013,3
5819,POPPA P'S SNACK SHOP,3529 W FIFTH AVE ,07/16/2013,3
5820,ONE DOLLAR HOLLER,3529 W FIFTH AVE ,07/13/2012,0
5821,POPPIN PANINI'S,3529 W FIFTH AVE ,11/22/2010,2
5822,"AY JALISCO NO TE RAJES RESTAURANT & TAQUERIA, CORP",3529 W FULLERTON AVE ,03/17/2015,1
5823,BARBARA'S SOUL FOOD,353 1/2 E 51ST ST ,02/21/2014,1
5824,THE GOURMET GRAPE,3530 N HALSTED ST ,08/13/2012,4
5825,"TAQUERIA& GORDITAS FREDDY'S , INC",3530 W 63RD ST ,06/28/2013,0
5826,GELATINAS CRIS RESTAURANT #3,3530 W 63RD ST ,06/28/2013,0
5827,EVOLUTION WINE & SPIRITS,3530-3534 N LINCOLN AVE ,06/12/2012,2
5828,EL BUEN GUSTO,3532 W MONTROSE AVE ,08/27/2015,2
5829,NATHAN'S  GRILL,3532 W MONTROSE AVE ,11/12/2013,2
5830,COYOACAN MEXICAN GRILL,3532 W MONTROSE AVE ,06/11/2012,1
5831,ERIKA GRILL,3532 W MONTROSE AVE ,05/06/2011,1
5832,TAQUERIA ELGALLO # 1,3532 W MONTROSE AVE ,05/06/2011,0
5833,TAQUERIA ELGALLO # 1,3532 W MONTROSE AVE ,12/16/2010,1
5834,NEW CHINA RESTAURANT 2,3533 N WESTERN AVE ,02/18/2014,3
5835,NEW CHINA 2,3533 N WESTERN AVE ,12/13/2011,3
5836,TASTY HOUSE ll,3533 N WESTERN AVE ,10/03/2011,0
5837,TASTY HOUSE RESTAURANT,3533 N WESTERN AVE ,10/03/2011,0
5838,TASTY HOUSE II,3533 N WESTERN AVE ,10/03/2011,0
5839,TASTY HOUSE II,3533 N WESTERN AVE ,10/03/2011,0
5840,Roscoe Village Market,3533 N WESTERN AVE ,08/02/2011,0
5841,EL POLLO REAL INC,3534 W 63RD ST ,12/26/2014,3
5842,Seo Hae Kwan Restaurant,3534 W LAWRENCE AVE ,07/26/2010,1
5843,GOOSE ISLAND WRIGLEYVILLE,3535 N CLARK ST ,10/17/2013,3
5844,ANTHONY'S DOLLAR AND MORE,3535-37 W CERMAK RD ,12/08/2011,3
5845,RESTO PINOY,3536 W LAWRENCE AVE ,09/20/2011,4
5846,KENTUCKY FRIED CHICKEN,3536-3538 N CICERO AVE ,05/09/2012,2
5847,NUEVO CHAPALA RESTAURANT,3537 E 106TH ST ,06/30/2014,3
5848,CHAPALA RESTAURANT,3537 E 106TH ST ,07/16/2012,2
5849,SALT & PEPPER DINER,3537 N CLARK ST ,11/27/2015,1
5850,"FISH & CHICKEN ON ROOSEVELT, INC.",3537 W ROOSEVELT RD ,12/07/2011,4
5851,RAMZ TELECOM CHICAGO INC,3538 W LAWRENCE AVE ,07/30/2010,2
5852,CHINESE KITCHEN,3539 N CICERO AVE ,08/01/2011,0
5853,PI-HI PIZZA CAFE,3539 N WESTERN AVE ,09/16/2013,5
5854,STEVE'S DELI,354 W HUBBARD ST ,12/07/2011,2
5855,SLUGGERS GRILL,3540 N CLARK ST ,06/13/2017,1
5856,CF CLARK,3541-3543 S CALIFORNIA AVE ,08/21/2013,0
5857,THE 44TH WARD DINNER PARTY,3542 N HALSTED ST ,10/14/2010,3
5858,DON DE VIDA,3543 W LAWRENCE AVE ,07/19/2012,5
5859,"EL SAZON BORICUA, INC.",3544 E 106TH ST ,06/30/2014,1
5860,PAPI REAL TACO,3544 E 106TH ST ,09/16/2013,0
5861,GELATINAS NATY CO.,3544 E 106TH ST ,10/09/2013,0
5862,BAR LOUIE WRIGLEYVILLE,3545 N CLARK ST ,06/28/2010,3
5863,THE BURRITO HOUSE,3547 N LINCOLN AVE ,11/19/2014,2
5864,BANH MI BA GET,3548 N SOUTHPORT AVE ,11/26/2014,2
5865,ANTHONY'S,3548 N SOUTHPORT AVE ,04/24/2014,0
5866,THE MODELO CLUB HOUSE INC,3548 W LAWRENCE AVE ,07/15/2015,1
5867,MR GING CHOP SUEY RESTAURANT,3549 N CENTRAL AVE ,05/09/2012,3
5868,"FITFRESH, INC.",355 E GRAND AVE ,10/17/2011,4
5869,URBAN CROSTA,355 E OHIO ST ,04/25/2016,2
5870,FLOUR & STONE,355 E OHIO ST ,06/06/2014,1
5871,SUBWAY,3550 N AUSTIN AVE ,03/22/2012,4
5872,RADAIOS BROS FRANKSVILLE INC,3550 N HARLEM AVE ,07/06/2011,1
5873,OMALLEY'S LIQUOR KITCHEN,3551 N SHEFFIELD AVE ,10/11/2013,2
5874,HARRY CAREY'S TAVERN,3551 N SHEFFIELD AVE ,10/11/2013,0
5875,ZEBRA'S GOURMET HOT DOGS,3551 S HALSTED ST ,09/05/2012,1
5876,Ruby's Ribs,3551 S HALSTED ST ,03/10/2011,1
5877,MI VILLA MI VERACRUZ,3551 W 26TH ST ,06/08/2012,0
5878,THE STORE,3551 W ROOSEVELT RD ,10/08/2010,0
5879,CHICAGO DOLLAR STORE INC,3551-3553 W FULLERTON AVE ,03/08/2012,2
5880,QUE RICO SUPERMERCADO,3552 W ARMITAGE AVE ,04/02/2013,3
5881,TIANGUIS FRESH FOODS,3552 W ARMITAGE AVE ,12/05/2012,1
5882,TIANGUIS LTD,3552 W ARMITAGE AVE ,10/26/2011,1
5883,LOS DOS PRIMOS,3552-3554 N PULASKI RD ,12/16/2015,1
5884,THE WHEEL HOUSE WRIGLEYVILLE,3553 N SOUTHPORT AVE ,04/10/2014,1
5885,MESSNER'S WRIGLEY GRILLE,3553 N SOUTHPORT AVE ,11/06/2012,2
5886,"JIM'S CARRY OUT , INC.",3553 W ROOSEVELT RD ,10/15/2010,0
5887,DALLAS SUBMARINE,3553 W ROOSEVELT RD ,10/15/2010,0
5888,7-ELEVEN #20187,3554 N SHEFFIELD AVE ,08/19/2011,5
5889,DURANGO BAKERY INC.,3554 W LAWRENCE AVE ,07/12/2013,1
5890,G & S FAST FOOD INC,3555 N BROADWAY ,11/05/2010,2
5891,WRIGLEY BBQ,3555-3557 N BROADWAY ,04/19/2016,1
5892,HIBACHI SEAFOOD BUFFET,3556 E 118TH ST ,09/04/2014,1
5893,LA ESQUINITA DEL SABOR,3559 E 106TH ST ,09/04/2013,0
5894,LILWALLY WIRELESS,3559 W ROOSEVELT RD ,05/13/2013,0
5895,STEVE'S GYROS,3561 W ARMITAGE AVE ,10/30/2013,0
5896,PANADERIA LA CANASTA,3575 W ARMITAGE AVE ,10/04/2010,0
5897,AR FAMILY STORE,3579 W DICKENS AVE ,04/07/2011,2
5898,NOUVEAU TAVERN,358 W ONTARIO ST ,01/30/2015,1
5899,ZOCALO,358 W ONTARIO ST ,07/19/2012,2
5900,CHILPANCINGO,358 W ONTARIO ST ,12/03/2012,0
5901,Q NIGHTLIFE,358 W ONTARIO ST ,12/03/2012,0
5902,GENO'S BAR AND GRILL,358 W ONTARIO ST ,12/03/2012,0
5903,THE BUTCHER SHOP,358 W ONTARIO ST ,12/03/2012,0
5904,BOOKIES SPORTS BAR & GRILL,358 W ONTARIO ST ,04/18/2011,1
5905,JELLYBEAN LEARNING CENTER ACADEMY II,358-370 E 71ST ST ,03/01/2018,0
5906,JELLYBEAN LEARNING CENTER,358-370 E 71ST ST ,04/04/2011,3
5907,JOHNNY'S FOOD STORE,3589 N MILWAUKEE ,05/08/2013,1
5908,JOHNNY'S FOOD STORE,3589 N MILWAUKEE ,04/03/2012,1
5909,BOMBON CAKE GALLERY AND DESIGN,36 S ASHLAND ,07/11/2014,1
5910,BOMBON CAFE,36 S ASHLAND ,07/02/2014,0
5911,MCDONALD'S 26371,36 W 95TH ST ,08/05/2016,1
5912,MCDONALDS RESTAURANT,36 W 95TH ST ,10/22/2012,2
5913,CHALK OF LAKESHORE EAST,360 E SOUTH WATER ST ,07/26/2011,3
5914,WHALES FISH & CHICKEN,3600 W CHICAGO AVE ,05/09/2013,2
5915,SUPERMERCADO PICINO,3600 W DIVERSEY AVE ,12/24/2014,1
5916,CENTRAL FOOD MART,3600 W DIVERSEY AVE ,12/24/2014,0
5917,GNC,3601 N SOUTHPORT AVE ,11/09/2012,2
5918,"AC FOOD MART PLUS ,INC",3601 W AUGUSTA BLVD ,08/14/2014,2
5919,M & N FOOD MART PLUS,3601 W AUGUSTA BLVD ,08/04/2014,0
5920,MI PUEBLO BAR & GRILL,3601 W NORTH AVE ,09/23/2014,3
5921,ANDY'S CAFE,3601 W NORTH AVE ,05/06/2013,1
5922,ANDY'S CAFE,3601 W NORTH AVE BLDG 1STFL.,12/30/2010,3
5923,GO GREEN,3602 N LAVERGNE AVE ,12/19/2014,1
5924,PIZZACO'S ITALIAN EATERY,3605 N ASHLAND AVE ,11/28/2014,2
5925,CHATAIGNE RESTAURANT,361 W CHESTNUT ST ,05/13/2016,0
5926,WENDY'S #001106,3610 N WESTERN AVE ,09/22/2015,0
5927,TAQUERIA & RESTAURANTE MAZAMITLA,3610 W BELMONT AVE ,01/27/2012,2
5928,EL PALENQUE,3610 W BELMONT AVE ,01/27/2012,0
5929,EL PALENQUE,3610 W BELMONT AVE ,05/07/2012,0
5930,PICAZO'S TACO & FAST FOOD INC.,3611 W ARMITAGE AVE ,01/30/2012,1
5931,NICKS TROPICAL RESTAURANT,3611 W ARMITAGE AVE ,09/26/2011,1
5932,WAFFLES,3611-3617 N BROADWAY ,02/04/2014,2
5933,ISTANBUL RESTAURANT,3611-3617 N BROADWAY ,12/04/2012,0
5934,"SIGNATURE PIZZA, PASTA & BURGERS & JIMBOS TOP GUN",3611-3617 N BROADWAY ,04/26/2010,2
5935,EL VIGIA RESTAURANT,3612 W NORTH AVE ,01/19/2011,1
5936,LA ESTACION TAQUERIA,3612 W NORTH AVE ,01/10/2011,0
5937,LITTLE ANGELS EARLY CHILDHOOD,3613 W DEVON AVE ,08/23/2012,2
5938,CHATTER BOX,3613 W DEVON AVE ,12/28/2010,2
5939,SABOR DE GUERRERO,3614 E 106TH ST ,10/16/2013,3
5940,BANNER PIZZERIA,3614 E 106TH ST ,12/17/2012,1
5941,BLACK ROCK PUB,3614 N DAMEN AVE ,08/28/2014,3
5942,16TH ST FOOD MART,3614 W 16TH ST ,10/01/2012,1
5943,"LA CASA DEL JIBARO, LTD",3614 W DIVISION ST ,09/12/2013,0
5944,ISABELLAS RESTAURANT,3614 W DIVISION ST ,09/12/2013,0
5945,QUIZHPI RECORDS INTERNATIONAL,3614 W LAWRENCE AVE ,07/22/2011,1
5946,DAVILA'S RESTAURANT,3614-3616 W 26TH ST ,08/11/2010,2
5947,WRIGLEY ROOFTOPS III,3617 N SHEFFIELD AVE ,08/20/2013,2
5948,LA CEMITA,3619 W NORTH AVE ,01/10/2011,4
5949,KARE BEAR ACADEMY INC.,362-364 E 61ST ST ,08/19/2015,1
5950,KIDS COUNT TOO DAYCARE,362-364 E 61ST ST ,11/08/2011,0
5951,"GREAT LAKES FISH & CHICKEN, INC.",3620 W 16TH ST ,12/05/2013,1
5952,16 COMMUNITY FOOD,3620 W 16TH ST ,09/12/2011,2
5953,DOWN THE LINE ROOFTOP,3621 N SHEFFIELD AVE ,03/24/2011,6
5954,D.C.S  FOODS,3625 W CHICAGO AVE ,05/19/2016,0
5955,TANTOON,3625 W CHICAGO AVE ,09/10/2012,0
5956,EL PILON,3625 W NORTH AVE ,12/29/2014,2
5957,SANTO TORIBIO,3625 W NORTH AVE ,12/29/2014,0
5958,ANDERSON GROCERY,3626 W CHICAGO AVE ,08/07/2012,0
5959,SKYBOX ON SHEFFIELD,3627 N SHEFFIELD AVE ,09/09/2011,2
5960,JEWEL-OSCO #3632,3630 N SOUTHPORT AVE ,12/09/2016,0
5961,JEWEL FOOD STORE #3430,3630 N SOUTHPORT AVE ,10/06/2010,3
5962,HOLIDAY ICE CREAM,3630 S ASHLAND AVE ,10/25/2012,0
5963,JUMPING JIMS JUICE LLC,3630 S ASHLAND AVE ,07/18/2011,1
5964,AIR FORCE ACADEMY,3630 S WELLS ST ,09/03/2010,0
5965,"SUPER MERCADO EL PUEBLO, INC.",3632-3638 W LAWRENCE AVE ,02/17/2017,0
5966,"ALBANY PARK MEAT & GROCERY, INC.",3632-3638 W LAWRENCE AVE ,04/26/2012,0
5967,DEPAUL COLLEGE PREP FR. GORDON CAMPUS,3633 N CALIFORNIA AVE ,10/02/2014,2
5968,GORDON TECH HIGH SCHOOL,3633 N CALIFORNIA AVE ,05/07/2012,2
5969,LAKEVIEW BASEBALL CLUB,3633 N SHEFFIELD AVE ,03/28/2013,1
5970,SIR CHICKEN,3633 W 16TH ST ,05/13/2011,3
5971,"NEVERIA AUROS, INC.",3633 W 26TH ST ,07/08/2016,1
5972,PENNY PANTRY,3634 W CHICAGO AVE ,09/29/2011,4
5973,"MONTICELLO FISH & CHICKEN,INC.",3635 W AUGUSTA BLVD ,10/28/2014,1
5974,"SHRIMP FIVE STAR,INC.",3635 W AUGUSTA BLVD ,06/13/2013,1
5975,ZOZO,3635 W DIVERSEY AVE ,12/27/2013,0
5976,WALMART EXPRESS #3065,3636 N BROADWAY ,11/22/2011,6
5977,DE LA RUE,3636 S IRON ST ,07/28/2011,2
5978,JIMMY'S FOOD,3636 W AUGUSTA BLVD ,05/14/2012,2
5979,MONTICELLO FOODS,3636 W AUGUSTA BLVD ,05/11/2012,0
5980,THE IVY LEAGUE CLUB,3637 N SHEFFIELD AVE ,04/24/2014,1
5981,NICKEL LIQUOR & MINI MART INC,3637 W DIVISION ST ,07/11/2012,3
5982,16TH & MILLARD FOOD,3638 W 16TH ST ,10/29/2014,1
5983,RAYMONDS TACOS NO.3,3638 W FULLERTON AVE ,02/06/2013,2
5984,DONDE ZULY Y MAARTA,3638 W FULLERTON AVE ,06/14/2011,1
5985,ROCKY'S TACOS #3,3638 W FULLERTON AVE ,06/14/2011,0
5986,DONDE ZULY Y MAARTA,3638 W FULLERTON AVE ,06/08/2011,0
5987,H & Z GROCERY STORE,3638 W WRIGHTWOOD AVE ,10/21/2014,2
5988,3639 LLC,3639 N SHEFFIELD AVE ,05/31/2013,2
5989,CITIZEN,364 W ERIE ST ,07/17/2014,3
5990,DONA BLANCO MEXICA RESTAURANT,3641 W FULLERTON AVE ,04/09/2014,3
5991,Taqueria Teloloapan,3641 W FULLERTON AVE ,10/29/2012,2
5992,TAQUERIA EL ASADOR,3641 W FULLERTON AVE ,01/07/2010,2
5993,BAY LEAF RESTAURANT,3641 W IRVING PARK RD ,04/12/2016,2
5994,ANTOJITOS TAPATIOS EL TRADICIO,3643 1/2 E 106TH ST ,10/29/2010,4
5995,PHILLY STEAK AND FRESH LEMONADE,3643 E 106TH ST ,10/29/2015,1
5996,HARMONY HAMBURGERS,3643 E 106TH ST ,01/15/2010,2
5997,VITANGELO'S PIZZA & RESTAURANT,3644 W FULLERTON AVE ,10/27/2010,2
5998,TIFFANY'S NUTRITION CLUB,3645 W 83RD PL ,06/26/2017,0
5999,MOM'S SOUTHERN FOOD,3645 W 83RD PL ,10/14/2011,0
6000,"SODEXO AMERICA, LLC",3645 W CHICAGO AVE ,03/02/2012,1
6001,LA PIRAMIDE RESTAURANT,3645 W LAWRENCE AVE ,10/21/2013,4
6002,JR'S BURRITOS SHACK,3645- 45 1/2 W 83RD PL ,10/26/2011,3
6003,SUPERMERCADOS VILLAVICENCIO,3647-3651 W DIVERSEY AVE ,09/23/2016,1
6004,MILWAUKEE FRESH MARKET,3647-3651 W DIVERSEY AVE ,09/04/2014,0
6005,DIVERSEY PRODUCE & DELI,3647-3651 W DIVERSEY AVE ,05/29/2013,1
6006,EL NOPAL BAKERY,3648 W 26TH ST ,11/13/2015,2
6007,FRANCISCO BONILLA,3648 W 26TH ST ,09/29/2014,1
6008,MR GYROS,3649 W DIVISION ST ,11/29/2016,1
6009,MR. GYROS,3649 W DIVISION ST ,03/09/2016,0
6010,GRAND DIVISION GYROS INC,3649 W DIVISION ST ,12/12/2013,0
6011,MR GYROS,3649 W DIVISION ST ,03/02/2012,1
6012,MARI'S PIZZA TWO,3650 W BELMONT AVE ,08/26/2013,3
6013,BROTHER'S GRILL,3650 W BELMONT AVE ,08/21/2012,1
6014,BULL-EH-DIA'S TAPAS BAR,3651 N SOUTHPORT AVE ,11/02/2012,1
6015,CHUYS CHICKEN INC,3652 W LAWRENCE AVE ,12/20/2010,1
6016,Nick's Pit Stop #2,3652 W Lawrence AVE BLDG ,12/01/2010,1
6017,"NEIGHBOR CAPITAL, LLC",3654 W 16TH ST ,08/25/2014,3
6018,BBQ TIPS AND THINGS CORP,3654 W 16TH ST ,11/27/2012,2
6019,QUETIPS,3654 W 16TH ST ,01/28/2011,1
6020,CHICAGO DELI MEAT AND FRUIT MARKET,3657 W DIVISION ST ,11/14/2012,0
6021,NICKS FRUIT MARKET,3657 W LAWRENCE AVE ,05/24/2013,2
6022,EXPRESS CAFE,3658 W DIVERSEY AVE ,10/28/2013,3
6023,LA CATRINA,3658 W DIVERSEY AVE ,10/28/2013,0
6024,LA CATRINA,3658 W DIVERSEY AVE ,02/02/2012,1
6025,ZACATECAS EXPRESS,3658 W DIVERSEY AVE ,02/02/2012,0
6026,RED BOWL,3658 W LAWRENCE AVE ,02/07/2014,1
6027,LA TRES TARASCAS INC,3658 W LAWRENCE AVE ,02/07/2014,0
6028,LULALA RESTAURANT,3658 W LAWRENCE AVE ,04/14/2011,1
6029,CHICKEN HANS,3658 W LAWRENCE AVE ,11/15/2010,1
6030,ST. ANDREW LUTHERAN SCHOOL,3659 S HONORE ST ,09/23/2010,5
6031,BEN & JERRY'S,3660 W 111TH ST ,03/04/2010,2
6032,LOS GIRASOLES,3661-3663 S ARCHER AVE ,07/30/2012,1
6033,PERSPECTIVES MATH & SCIENCE,3663 S WABASH AVE ,04/26/2011,2
6034,"AMANI, INC.",3678 N ELSTON AVE ,12/26/2014,0
6035,LINDYS AND GERTIES ORIGINAL,3685 S ARCHER AVE ,01/03/2018,0
6036,LINDY'S & GERTIES ON ARCHER,3685 S ARCHER AVE ,04/02/2015,0
6037,LINDY'S CHILI INC,3685 S ARCHER AVE ,01/04/2012,0
6038,KFC,3696 S ARCHER AVE ,05/03/2016,0
6039,KFC-521051,3696 S ARCHER AVE ,01/09/2015,1
6040,AYSHA MEAT PRODUCE,37 N KEDZIE AVE ,09/14/2011,0
6041,"KEDZIE GROCERY, INC.",37 N KEDZIE AVE ,09/16/2010,1
6042,JOHNNY MEAT MART GROCERY  INC.,37 N KEDZIE AVE ,09/16/2010,0
6043,KENMARE CATERING AND EVENTS,37 S WABASH AVE ,05/17/2012,1
6044,FIRMAN COMMUNITY SERVICES,37 W 47TH ST ,06/23/2016,1
6045,7-ELEVEN,3700 N BROADWAY ,09/12/2013,0
6046,Chartwell @ St. Xavier University,3700 W 103RD ST ,05/02/2012,4
6047,EL PABLANO RESTAURANT & BAR,3700 W LAWRENCE AVE ,06/30/2011,3
6048,SILBY HOUSE RESTAURANT,3700 W LAWRENCE AVE ,06/30/2011,0
6049,"TASTY BEEF, INC.",3701 W 16TH ST ,05/17/2013,3
6050,SELENE'S  TOBACCO,3701 W DIVERSEY AVE ,12/12/2014,0
6051,JORDAN'S TOBACCO,3701 W DIVERSEY AVE ,05/09/2011,3
6052,EL CASTILLO MEAT MARKET,3704 W 55th ST ,01/02/2013,0
6053,KEDZIE FOOD MARKET CORP,3705 N KEDZIE AVE ,12/06/2013,3
6054,SUBWAY,3706 N SOUTHPORT AVE ,03/20/2015,0
6055,LA POUPEE CAFE,3706 N SOUTHPORT AVE ,12/05/2014,0
6056,JUANITA'S PUERTO RICAN COUSINO,3706 W ARMITAGE AVE ,10/07/2013,2
6057,EL PILON,3706 W ARMITAGE AVE ,10/23/2012,1
6058,MAYRA'S FAMILY CATERING,3706 W ARMITAGE AVE ,04/02/2012,0
6059,LAGUARDIA'S CUBAN  BISTRO,3706 W ARMITAGE AVE ,07/29/2010,2
6060,YUMMY,3709-3713 N HARLEM AVE ,09/11/2012,4
6061,ZACAGUISOS INC.,3710 W 55TH ST ,02/23/2017,0
6062,CAFEZAZZO,3710 W 55TH ST ,01/13/2012,2
6063,CHOLIE'S PIZZA,3711 W 63RD ST ,11/15/2010,3
6064,NHA TRANG RESTAURANT CORPORATION,3711 W BELMONT AVE ,05/24/2012,1
6065,PANADERIA  AZUCAR,3711 W MONTROSE AVE ,09/12/2013,1
6066,REINA DE LA NUBE,3711 W MONTROSE AVE ,09/10/2013,0
6067,CAFE AVANTI,3714 N SOUTHPORT AVE ,09/18/2013,0
6068,CAFE AVANTI,3714 N SOUTHPORT AVE ,04/21/2011,2
6069,EL GALLO,3714 W LAWRENCE AVE ,02/07/2014,0
6070,CHOWON KOREAN RESTAURANT,3714 W LAWRENCE AVE ,01/04/2011,0
6071,PANDA BAKERY,3714 W LAWRENCE AVE ,06/03/2010,1
6072,UNCLE  NELL'S,3715 W ROOSEVELT RD ,08/14/2012,3
6073,BAR-B-QUE KINGDOM,3715 W ROOSEVELT RD ,10/28/2010,2
6074,BAR-B-QUE KINGDOM,3715 W ROOSEVELT RD ,10/28/2010,0
6075,UNCLE  REMUS CHICKEN & BBQ,3715 W ROOSEVELT RD ,10/28/2010,0
6076,UNCLE  REMUS,3715 W ROOSEVELT RD ,07/26/2010,0
6077,Jitlada Thai House Restaurant,3715-3717 N HALSTED ST ,05/27/2015,1
6078,JITLADA THAT HOUSE RESTAURANT,3715-3717 N HALSTED ST ,04/02/2013,0
6079,ARTHUR'S STORE,3716 W BELMONT AVE ,08/23/2012,2
6080,YARITZA'S GROCERIES,3716 W BELMONT AVE ,08/23/2012,0
6081,YARITZA'S GROCERIES,3716 W BELMONT AVE ,08/23/2012,0
6082,2 IN 1 MINI MART,3716 W BELMONT AVE ,07/20/2010,2
6083,CHANG'S ORIENTAL EXPRESS INC,3718 N ELSTON AVE ,06/06/2013,1
6084,PALETERIA REYNA DEL SUR,3719 E 106TH ST ,05/24/2013,1
6085,FORNO ROSSO,3719 N HARLEM AVE ,10/27/2016,1
6086,"CAFE CAPPUCINO, INC",3719 N HARLEM AVE ,09/14/2010,3
6087,FESTUS ENTERPRISES CORP,3720 N LINCOLN AVE ,08/21/2013,0
6088,LUCILA'S HOMEMADE,3720 N LINCOLN AVE ,03/17/2011,2
6089,GIMENAS CLUB BIENESTAR TOTAL,3720 W 26TH ST ,07/05/2012,2
6090,REINA DEL PALENQUE,3720 W BELMONT AVE ,08/29/2012,1
6091,REYNA DEL PALENQUE,3720 W BELMONT AVE ,01/25/2012,0
6092,LP EXPRESS TACOS INC,3722 W BELMONT AVE ,06/25/2010,2
6093,"TASTY BEEF & SUB,INC.",3723 W CHICAGO AVE ,05/29/2013,3
6094,TASTY SUB & BEEF,3723 W CHICAGO AVE ,02/17/2012,0
6095,LA CONCORDIA,3724 W MONTROSE AVE ,01/29/2014,2
6096,FUEL PREMIUM EATERY,3727 N BROADWAY ,01/30/2014,2
6097,JUICE FOR LOVE,3727 N BROADWAY ,01/24/2014,0
6098,Ole Juice Bar &  Deli  Inc.,3727 N BROADWAY ,08/20/2013,0
6099,BURGER KING #244,3728 S ARCHER AVE ,06/20/2012,3
6100,79TH STREET DAY CARE,3728 W 79TH ST ,10/15/2013,0
6101,"TWO BROTHERS FOOD MART,INC.",3728 W DIVISION AVE ,09/03/2014,1
6102,ABU HALAB,3728 W DIVISION ST ,01/13/2015,1
6103,RIDGE FOOD MARKET,3728 W DIVISION ST ,10/28/2011,4
6104,BOMBASTIC CAFE,3732 N SOUTHPORT AVE ,09/12/2011,3
6105,MUSIC BOX THEATRE,3733 N SOUTHPORT AVE ,11/26/2013,2
6106,LA IGUANITA RESTAURANT,3733 S KEDZIE AVE ,09/21/2012,1
6107,LA IGUANITA RESTAURANT,3733 S KEDZIE AVE ,04/06/2011,1
6108,BLUE BAYOU,3734 N SOUTHPORT AVE ,05/24/2012,2
6109,P & P BAR B Q SOUL FOOD,3734 W DIVISION ST ,06/15/2010,3
6110,THE TACO H,3734 W GRAND AVE ,04/29/2014,1
6111,BAD ASS COFFEE OF HAWAII,3737 N SOUTHPORT ,11/18/2011,2
6112,PREMIUM PIZZA AND RESTAURANT INC.,3737 W GRAND AVE ,08/20/2013,0
6113,PREMIUM PIZZA AND RESTAURANT INC.,3737 W GRAND AVE ,02/17/2012,1
6114,ARABESK CAFE INC,3737 W LAWRENCE AVE ,03/12/2014,0
6115,MANDY NOOR,3737 W LAWRENCE AVE UNIT E,05/30/2017,1
6116,"CIAO BELLA PIZZA & PASTA, INC.",3737 W LAWRENCE AVE UNIT E,08/29/2014,1
6117,JIMMY'S RICE,3737 W LAWRENCE AVE UNIT E,08/29/2014,0
6118,BIG PHO,3737 W LAWRENCE AVE UNIT E,08/23/2012,1
6119,SAN CHAE RESTAURANT,3737 W LAWRENCE AVE UNIT E,10/04/2011,1
6120,QUEEN NEFERTITI CAFE INC.,3737 W LAWRENCE AVE UNIT E,10/04/2011,0
6121,KING TUT HOOKAH,3737 W LAWRENCE AVE UNIT E,10/04/2011,0
6122,KING TUT RESTAURANT,3737 W LAWRENCE AVE UNIT E,10/04/2011,0
6123,SHARIA,3737 W LAWRENCE AVE UNIT E,11/01/2011,0
6124,"NEFERITITI CAFE AND RESTAURANT, INC.",3737 W LAWRENCE AVE UNIT E,11/01/2011,0
6125,SCHMEAR,3738 N BROADWAY ,03/13/2012,2
6126,GINGER MAN TAVERN,3740 N CLARK ST ,02/01/2018,0
6127,RUBY'S FAST FOOD,3740 W MONTROSE AVE ,12/18/2017,0
6128,LOS PEKES ICE CREAM AND COFFEE,3742 W 63RD ST ,10/06/2016,1
6129,EL GALLO BRAVO,3742 W MONTROSE AVE ,03/02/2016,0
6130,GIORGIOS,3742 W MONTROSE AVE ,01/03/2014,0
6131,"RESTAURANT 019, INC.",3742 W MONTROSE AVE ,01/03/2014,0
6132,ALEX TACOS,3742 W MONTROSE AVE ,05/20/2011,3
6133,AROUND THE CLOCK MIDDLE EAST CUISINE,3742 W MONTROSE AVE ,05/20/2011,0
6134,"RESTAURANT 019, INC.",3742 W MONTROSE AVE ,05/20/2011,0
6135,GIORGIOS,3742 W MONTROSE AVE ,05/20/2011,0
6136,ALEX TACOS,3742 W MONTROSE AVE ,08/17/2010,1
6137,DELEECE,3747 N SOUTHPORT AVE ,10/20/2011,5
6138,BOMBON CAKE GALLERY AND DESIGN,3748 W 26TH ST ,10/25/2016,1
6139,CAKE GALLERY,3748 W 26TH ST ,07/03/2014,0
6140,EL CRAZY TAKO,3748 W DIVISION AVE ,04/21/2011,2
6141,CAFETERIA HONDURENA,3748 W DIVISION ST ,02/04/2013,0
6142,Tacos Place's 1,3748 W Division ST ,09/28/2010,3
6143,DON DIABLO,3749 W FULLERTON AVE ,06/07/2012,2
6144,MZ FOOD & MORE,375 E 75TH ST BLDG ,11/06/2013,2
6145,ZEE DOLLAR AND FOOD,375 E 75TH ST BLDG ,11/06/2013,0
