,block#,#business_with_liquor,#crimes,#arrests
1271,4545,4,0,0
1272,4546,1,0,0
1273,4548,3,0,0
1274,4549,2,0,0
1275,455,4,0,0
1276,4550,2,0,0
1277,4553,1,0,0
1278,457,4,0,0
1279,458,1,0,0
1280,459,10,0,0
1281,4610,6,0,0
1282,4611,1,0,0
1283,4613,2,0,0
1284,4615,4,0,0
1285,4618,5,0,0
1286,4623,1,0,0
1287,4624,18,0,0
1288,4625,6,0,0
1289,4627,6,0,0
1290,4628,1,0,0
1291,4629,1,0,0
1292,4630,1,0,0
1293,4632,11,0,0
1294,4633,19,0,0
1295,4635,2,0,0
1296,4636,1,0,0
1297,4638,1,0,0
1298,464,3,0,0
1299,4640,15,0,0
1300,4641,4,0,0
1301,4642,3,0,0
1302,4643,4,0,0
1303,4644,3,0,0
1304,4645,1,0,0
1305,4647,5,0,0
1306,465,10,0,0
1307,466,5,0,0
1308,467,1,0,0
1309,469,2,0,0
1310,47,2,0,0
1311,471,1,0,0
1312,4710,6,0,0
1313,4712,6,0,0
1314,4714,10,0,0
1315,4715,1,0,0
1316,4716,2,0,0
1317,4717,2,0,0
1318,4719,3,0,0
1319,472,10,0,0
1320,4720,14,0,0
1321,4721,12,0,0
1322,4722,11,0,0
1323,4724,6,0,0
1324,4725,7,0,0
1325,4726,1,0,0
1326,4727,5,0,0
1327,4728,10,0,0
1328,4729,20,0,0
1329,473,1,0,0
1330,4730,1,0,0
1331,4731,2,0,0
1332,4732,1,0,0
1333,4733,12,0,0
1334,4734,7,0,0
1335,4735,20,0,0
1336,4736,13,0,0
1337,4737,7,0,0
1338,4738,28,0,0
1339,4739,2,0,0
1340,474,1,0,0
1341,4740,2,0,0
1342,4741,6,0,0
1343,4742,28,0,0
1344,4743,1,0,0
1345,4744,10,0,0
1346,4745,6,0,0
1347,4746,1,0,0
1348,4747,7,0,0
1349,4748,7,0,0
1350,4749,1,0,0
1351,475,3,0,0
1352,4750,5,0,0
1353,4751,9,0,0
1354,476,4,0,0
1355,477,2,0,0
1356,478,13,0,0
1357,479,4,0,0
1358,48,1,0,0
1359,481,1,0,0
1360,4810,7,0,0
1361,4812,2,0,0
1362,4814,3,0,0
1363,4815,1,0,0
1364,4817,3,0,0
1365,482,3,0,0
1366,4820,2,0,0
1367,4821,3,0,0
1368,4822,1,0,0
1369,483,8,0,0
1370,4830,2,0,0
1371,4831,12,0,0
1372,4832,4,0,0
1373,4837,6,0,0
1374,4839,1,0,0
1375,484,2,0,0
1376,4840,6,0,0
1377,4843,15,0,0
1378,4844,3,0,0
1379,4845,2,0,0
1380,4848,5,0,0
1381,485,1,0,0
1382,4850,1,0,0
1383,4851,3,0,0
1384,4853,1,0,0
1385,4855,1,0,0
1386,4856,4,0,0
1387,486,3,0,0
1388,487,9,0,0
1389,489,4,0,0
1390,49,1,0,0
1391,4911,4,0,0
1392,4913,1,0,0
1393,4914,1,0,0
1394,4917,4,0,0
1395,4918,5,0,0
1396,4919,1,0,0
1397,4921,1,0,0
1398,4923,10,0,0
1399,4924,4,0,0
1400,4926,4,0,0
1401,4928,2,0,0
1402,4929,4,0,0
1403,493,13,0,0
1404,4931,11,0,0
1405,4932,7,0,0
1406,4934,1,0,0
1407,4936,4,0,0
1408,4937,7,0,0
1409,4938,2,0,0
1410,4939,1,0,0
1411,494,1,0,0
1412,4940,1,0,0
1413,4941,4,0,0
1414,4942,1,0,0
1415,4943,2,0,0
1416,495,14,0,0
1417,498,2,0,0
1418,499,1,0,0
1419,5,4,0,0
1420,510,1,0,0
1421,511,1,0,0
1422,512,2,0,0
1423,513,1,0,0
1424,514,1,0,0
1425,515,1,0,0
1426,516,1,0,0
1427,520,1,0,0
1428,523,1,0,0
1429,527,6,0,0
1430,529,4,0,0
1431,530,1,0,0
1432,535,4,0,0
1433,538,2,0,0
1434,540,1,0,0
1435,541,3,0,0
1436,543,6,0,0
1437,544,7,0,0
1438,545,2,0,0
1439,546,2,0,0
1440,548,2,0,0
1441,55,4,0,0
1442,552,2,0,0
1443,554,12,0,0
1444,58,2,0,0
1445,501,2,0,0
1446,5010,4,0,0
1447,5015,1,0,0
1448,5018,1,0,0
1449,5019,6,0,0
1450,502,1,0,0
1451,5022,6,0,0
1452,5023,1,0,0
1453,5025,16,0,0
1454,5026,17,0,0
1455,5028,3,0,0
1456,503,1,0,0
1457,5030,1,0,0
1458,5032,5,0,0
1459,5033,1,0,0
1460,5037,2,0,0
1461,5039,1,0,0
1462,504,4,0,0
1463,5040,1,0,0
1464,5041,2,0,0
1465,5043,6,0,0
1466,505,3,0,0
1467,507,2,0,0
1468,508,2,0,0
1469,509,2,0,0
1470,61,1,0,0
1471,612,2,0,0
1472,614,2,0,0
1473,615,3,0,0
1474,616,3,0,0
1475,618,3,0,0
1476,619,1,0,0
1477,620,1,0,0
1478,623,1,0,0
1479,624,1,0,0
1480,63,3,0,0
1481,630,1,0,0
1482,631,1,0,0
1483,632,3,0,0
1484,633,1,0,0
1485,635,3,0,0
1486,638,6,0,0
1487,639,4,0,0
1488,640,3,0,0
1489,644,3,0,0
1490,645,3,0,0
1491,648,2,0,0
1492,649,2,0,0
1493,650,1,0,0
1494,652,1,0,0
1495,653,2,0,0
1496,654,3,0,0
1497,655,4,0,0
1498,659,1,0,0
1499,66,1,0,0
1500,661,3,0,0
1501,666,1,0,0
1502,67,4,0,0
1503,69,1,0,0
1504,712,2,0,0
1505,715,1,0,0
1506,717,3,0,0
1507,718,2,0,0
1508,719,1,0,0
1509,72,1,0,0
1510,721,2,0,0
1511,722,6,0,0
1512,723,1,0,0
1513,725,1,0,0
1514,727,1,0,0
1515,728,3,0,0
1516,73,1,0,0
1517,732,1,0,0
1518,736,1,0,0
1519,740,3,0,0
1520,744,1,0,0
1521,745,1,0,0
1522,746,2,0,0
1523,748,3,0,0
1524,749,1,0,0
1525,754,2,0,0
1526,756,1,0,0
1527,762,2,0,0
1528,770,1,0,0
1529,81,4,0,0
1530,811,1,0,0
1531,812,3,0,0
1532,813,2,0,0
1533,817,4,0,0
1534,819,1,0,0
1535,822,2,0,0
1536,823,3,0,0
1537,825,1,0,0
1538,827,1,0,0
1539,83,1,0,0
1540,831,1,0,0
1541,833,1,0,0
1542,834,1,0,0
1543,837,1,0,0
1544,839,1,0,0
1545,840,2,0,0
1546,842,1,0,0
1547,843,5,0,0
1548,847,1,0,0
1549,850,4,0,0
1550,858,6,0,0
1551,859,2,0,0
1552,864,2,0,0
1553,867,1,0,0
1554,868,2,0,0
1555,869,4,0,0
1556,870,1,0,0
1557,91,1,0,0
1558,911,1,0,0
1559,914,2,0,0
1560,917,1,0,0
1561,92,1,0,0
1562,922,1,0,0
1563,926,1,0,0
1564,936,1,0,0
1565,937,3,0,0
1566,938,2,0,0
1567,941,1,0,0
1568,942,1,0,0
1569,944,3,0,0
1570,946,1,0,0
1571,947,1,0,0
1572,950,1,0,0
1573,952,1,0,0
1574,957,2,0,0
1575,98,1,0,0
